benchmark,item,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
B5,572,0,1,1,1,0,1,0,1,0,0,0,0
B5,573,0,0,1,1,1,1,1,0,1,0,1,1
B5,574,1,0,1,1,0,0,1,1,1,0,1,1
B5,575,1,1,0,1,1,0,0,1,0,0,0,0
B5,576,1,1,1,0,1,1,1,1,0,0,1,1
B5,577,1,0,1,1,1,1,1,1,1,1,0,1
B5,578,1,1,0,1,1,1,1,1,1,1,1,0
B5,579,1,1,1,1,1,1,1,1,1,1,1,0
B5,580,0,1,0,0,0,0,0,0,0,0,0,0
B5,581,1,0,1,1,1,1,1,1,1,1,0,0
B5,582,0,1,1,1,1,0,0,1,0,1,1,1
B5,583,0,1,1,0,1,1,1,0,0,0,0,0
B5,584,1,1,0,1,1,1,0,1,1,0,1,1
B5,585,1,0,0,0,0,0,0,0,0,0,0,1
B5,586,1,1,1,1,1,0,1,1,1,1,1,1
B5,587,1,1,1,1,1,0,1,1,1,1,1,1
B5,588,0,0,0,0,0,0,0,0,0,0,0,0
B5,589,1,0,0,0,0,1,0,0,0,0,0,0
B5,590,1,1,1,0,0,1,1,1,0,1,0,1
B5,591,1,1,1,1,1,1,0,1,1,1,1,1
B5,592,0,0,0,0,0,0,1,0,0,0,0,0
B5,593,1,1,1,0,1,1,1,1,1,0,0,0
B5,594,1,1,1,0,1,1,1,1,1,1,1,0
B5,595,1,0,1,0,0,1,0,0,0,0,1,0
B5,596,1,1,1,1,0,1,1,0,0,0,0,0
B5,597,0,1,0,0,0,0,0,0,0,1,1,1
B5,598,1,0,1,1,1,1,1,1,0,0,1,0
B5,599,1,1,1,1,0,1,1,1,1,0,1,1
B5,600,1,1,1,0,1,0,0,0,0,1,0,0
B5,601,1,1,1,0,1,1,1,0,0,0,0,0
B5,602,0,1,1,1,1,1,1,1,1,1,1,0
B5,603,1,1,1,1,1,1,1,1,1,1,1,1
B5,604,0,0,0,1,0,0,0,0,0,0,0,0
B5,605,1,1,1,1,1,1,1,1,0,1,1,0
B5,606,0,0,0,0,0,0,1,0,0,0,0,0
B5,607,0,1,1,1,0,1,1,0,1,1,0,0
B5,608,1,1,1,0,0,0,0,1,1,0,0,1
B5,609,1,1,1,1,1,1,1,1,1,1,0,1
B5,610,1,1,1,1,1,0,1,1,1,1,1,0
B5,611,1,1,1,0,1,1,1,1,1,1,1,1
B5,612,1,1,1,1,1,1,1,1,0,0,1,1
B5,613,0,1,1,1,1,1,1,1,1,0,1,0
B5,614,1,1,1,1,1,1,1,1,1,1,1,0
B5,615,1,1,1,1,1,1,1,1,1,0,1,0
B5,616,1,1,0,1,1,1,0,0,0,0,1,0
B5,617,1,1,0,1,1,0,1,0,1,1,0,0
B5,618,1,0,1,1,0,0,0,0,1,0,0,0
B5,619,0,1,1,0,0,1,1,1,1,1,1,1
B5,620,0,1,1,0,1,1,1,1,1,1,1,1
B5,621,0,1,1,0,0,0,0,0,0,0,0,0
B5,622,0,0,1,1,1,0,0,1,0,1,1,1
B5,623,0,1,1,1,1,1,1,0,1,1,0,0
B5,624,0,0,1,1,1,1,0,0,1,1,1,0
B5,625,0,0,1,1,1,1,0,0,1,0,0,0
B5,626,0,1,1,1,1,0,0,0,1,0,0,0
B5,627,0,0,0,1,0,0,1,1,0,0,1,0
B5,628,1,1,1,1,1,1,1,1,1,1,1,1
B5,629,1,1,0,1,0,1,1,1,1,1,1,0
B5,630,1,1,1,1,1,1,1,1,0,1,1,1
B5,631,0,0,1,0,1,1,0,0,0,0,0,0
B5,632,0,1,0,0,1,0,0,0,0,0,0,0
B5,633,1,0,1,0,0,0,0,0,0,0,0,1
B5,634,0,1,1,1,1,1,0,1,1,1,1,0
B5,635,1,1,1,1,1,1,1,0,1,1,0,1
B5,636,1,0,0,1,1,0,0,1,0,0,0,0
B5,637,1,1,1,1,1,1,1,1,0,1,1,1
B5,638,1,1,1,1,0,1,0,1,1,1,0,0
B5,639,0,1,0,1,0,1,0,0,1,1,0,0
B5,640,1,1,1,1,1,0,0,1,1,1,0,1
B5,641,1,1,1,1,1,1,0,0,1,0,0,0
B5,642,0,1,0,1,1,0,1,0,0,1,0,0
B5,643,0,0,0,0,1,0,0,1,0,0,0,0
B5,644,0,0,0,0,0,0,0,0,0,0,0,0
B5,645,1,0,1,1,1,1,1,1,1,0,0,1
B5,646,1,0,0,0,0,0,0,0,0,0,0,0
B5,647,1,1,1,1,1,1,1,1,1,1,1,1
B5,648,0,0,0,1,0,0,0,0,0,0,0,1
B5,649,0,1,1,0,1,1,1,1,1,1,0,0
B5,650,1,1,1,1,1,0,1,1,1,0,0,1
B5,651,1,1,0,1,1,0,0,0,0,0,0,1
B5,652,1,0,0,1,1,0,0,1,0,0,0,1
B5,653,1,0,0,1,1,1,1,0,0,0,0,1
B5,654,1,1,1,1,0,1,1,1,0,1,0,0
B5,655,1,1,1,1,1,1,1,1,1,1,1,1
B5,656,1,1,1,1,1,1,1,0,1,1,1,1
B5,657,1,1,1,1,1,0,1,1,1,1,1,0
B5,658,1,1,1,1,1,1,0,1,0,1,0,0
B5,659,1,0,1,1,1,1,1,0,0,0,0,1
B5,660,1,1,0,0,1,1,0,1,1,0,0,0
B5,661,0,0,0,0,0,1,0,0,0,0,0,0
B5,662,0,1,1,0,1,1,1,1,1,0,1,0
B5,663,1,1,1,1,0,0,1,1,1,1,1,1
B5,664,1,1,0,1,0,1,1,0,0,0,0,0
B5,665,1,1,1,1,1,1,1,1,1,1,1,1
B5,666,1,1,1,1,1,1,1,1,1,1,1,1
B5,667,1,1,1,0,1,1,1,1,0,1,1,1
B5,668,1,1,1,1,1,1,0,1,1,0,1,1
B5,669,0,0,1,1,1,0,0,0,0,1,0,0
B5,670,1,1,1,1,1,1,0,0,0,0,0,0
B5,671,1,1,1,1,1,1,0,1,0,1,0,0
B5,672,0,1,0,1,1,1,0,1,0,0,1,1
B5,673,1,1,1,1,1,1,1,0,1,1,1,1
B5,674,1,1,1,1,1,1,1,0,0,1,0,1
B5,675,0,1,1,1,0,1,1,1,1,0,0,0
B5,676,1,1,1,1,1,1,1,1,1,1,1,0
B5,677,1,0,0,0,1,0,0,0,1,0,0,1
B5,678,0,0,0,0,0,0,1,0,1,1,0,0
B5,679,1,0,1,1,1,1,1,0,1,1,1,0
B5,680,1,0,0,0,0,0,0,1,1,0,0,0
B5,681,1,1,1,1,1,1,1,0,1,0,1,0
B5,682,0,0,1,1,1,0,0,0,0,0,1,0
B5,683,1,1,1,1,1,1,1,1,1,0,1,0
B5,684,0,1,0,1,1,1,1,1,1,1,1,0
B5,685,0,0,0,0,0,0,0,0,0,0,0,0
B5,686,1,0,0,0,1,0,0,0,0,0,0,0
B5,687,1,1,1,1,1,1,1,1,1,1,0,1
B5,688,1,0,1,1,1,1,1,0,1,1,0,0
B5,689,1,1,1,1,1,1,1,1,0,1,0,0
B5,690,1,1,0,1,1,1,1,1,1,1,1,1
B5,691,1,1,0,1,1,1,1,0,1,0,1,1
B5,692,1,1,0,0,0,0,0,1,0,0,0,0
B5,693,1,1,1,0,1,1,0,0,0,0,1,0
B5,694,1,1,1,1,0,1,1,1,1,0,1,1
B5,695,1,1,1,1,1,1,1,1,1,1,0,0
B5,696,1,1,1,1,0,0,0,1,1,0,0,0
B5,697,0,0,0,1,0,0,0,0,0,0,0,0
B5,698,1,1,1,1,1,0,1,1,1,1,1,0
B5,699,1,1,1,1,1,0,1,1,1,1,1,1
B5,700,1,1,1,1,1,1,1,0,1,1,1,1
B5,701,1,1,1,0,0,1,1,1,1,1,0,0
B5,702,1,1,1,1,1,1,1,1,1,1,1,1
B5,703,0,1,1,0,0,0,0,0,0,1,0,0
B5,704,0,0,0,0,0,0,0,0,0,0,0,0
B5,705,1,1,1,1,1,1,1,1,1,1,1,1
B5,706,1,1,1,1,1,1,1,1,0,1,0,1
B5,707,1,1,1,1,1,1,0,0,1,1,0,1
B5,708,1,0,0,0,1,1,1,0,1,0,0,1
B5,709,1,1,1,1,1,1,1,0,0,1,1,1
B5,710,1,1,1,0,0,0,0,0,1,0,1,0
B5,711,1,0,1,0,1,1,1,1,1,0,0,1
B5,712,1,1,0,1,1,1,1,1,1,1,1,1
B5,713,0,1,0,1,0,0,1,1,0,0,0,1
B5,714,0,0,0,0,1,0,0,0,1,0,0,0
B5,715,0,1,1,1,1,0,1,0,0,1,1,0
B5,716,1,1,1,1,1,0,1,1,1,0,1,0
B5,717,1,1,1,0,1,1,1,1,1,1,1,0
B5,718,1,1,1,1,0,1,1,0,1,1,0,0
B5,719,1,1,1,1,0,0,1,0,0,1,0,1
B5,720,0,0,0,0,0,0,0,0,0,1,0,0
B5,721,1,1,1,0,1,1,1,0,1,1,0,1
B5,722,0,1,0,0,0,1,0,1,0,0,0,0
B5,723,1,1,1,1,0,1,1,1,1,0,1,1
B5,724,0,1,0,1,0,1,0,1,0,1,0,0
B5,725,1,1,1,1,0,0,1,0,0,0,0,0
B5,726,1,1,1,1,1,0,0,1,0,1,1,1
B5,727,1,1,0,1,0,1,1,1,0,1,1,1
B5,728,1,1,1,1,1,1,1,0,0,1,1,1
B5,729,0,0,1,0,0,0,0,0,0,0,0,0
B5,730,0,0,1,1,0,1,1,1,0,0,0,0
B5,731,1,1,1,1,0,0,1,1,0,1,0,1
B5,732,1,1,1,1,1,0,1,1,0,1,0,0
B5,733,1,1,1,1,0,1,1,1,1,1,1,1
B5,734,0,0,0,0,0,0,0,0,1,0,0,1
B5,735,1,1,1,1,1,1,1,0,0,0,0,1
B5,736,1,0,1,0,1,0,0,0,0,1,1,1
B5,737,1,1,1,1,1,1,1,1,1,1,1,1
B5,738,1,1,1,0,1,0,0,0,0,0,1,0
B5,739,0,1,1,1,0,1,1,0,0,1,1,1
B5,740,0,1,0,0,1,0,0,0,0,0,0,0
B5,741,1,0,1,0,0,0,0,0,0,0,0,0
B5,742,1,1,1,1,1,1,1,0,1,1,1,1
B5,743,1,1,1,0,0,1,1,0,1,1,1,1
B5,744,0,1,1,0,1,1,1,1,1,1,1,1
B5,745,1,1,1,1,1,1,1,0,0,1,0,0
B5,746,0,1,1,0,0,1,0,0,0,1,1,0
B5,747,1,1,1,0,1,0,0,0,0,0,1,1
B5,748,1,1,1,0,1,1,1,1,1,1,1,0
B5,749,0,1,1,1,1,0,0,1,1,1,0,1
B5,750,0,0,0,1,1,1,0,1,1,1,0,1
B5,751,1,1,1,0,1,1,1,1,1,1,0,1
B5,752,0,1,0,0,0,0,0,0,0,0,1,0
B5,753,1,1,0,1,1,1,1,1,1,1,0,1
B5,754,1,1,1,1,1,1,1,1,1,1,1,1
B5,755,1,0,1,1,1,1,1,0,1,1,1,0
B5,756,0,0,0,0,0,0,0,0,0,1,0,0
B5,757,1,1,0,1,1,0,1,1,0,1,0,0
B5,758,1,0,1,0,1,0,1,0,0,0,1,1
B5,759,0,0,1,0,0,0,0,0,0,1,0,0
B5,760,1,1,1,1,0,1,0,0,0,0,0,0
B5,761,1,1,1,1,1,1,1,1,0,0,1,0
B5,762,1,1,0,0,0,0,1,0,1,0,0,0
B5,763,1,0,1,1,1,0,0,1,0,0,0,1
B5,764,1,0,1,1,1,1,1,0,0,0,1,1
B5,765,0,1,0,1,1,1,0,1,0,1,0,0
B5,766,1,0,1,1,0,0,1,1,1,1,0,0
B5,767,0,1,1,1,1,0,1,1,1,0,1,0
B5,768,1,1,1,0,1,1,1,0,0,1,0,1
B5,769,1,1,1,0,0,1,1,1,1,0,0,0
B5,770,1,0,1,1,1,1,1,1,0,1,1,1
B5,771,1,1,1,1,1,1,0,1,0,0,1,0
B5,772,1,1,1,1,1,1,1,1,1,1,0,0
B5,773,1,0,1,1,1,0,1,1,1,1,1,1
B5,774,1,1,1,0,1,1,0,0,1,1,0,0
B5,775,0,1,0,1,0,1,1,0,1,0,0,0
B5,776,1,1,1,1,0,1,0,1,1,1,1,0
B5,777,1,1,1,1,1,1,1,1,1,1,1,1
B5,778,1,1,1,1,1,1,1,1,1,1,1,1
B5,779,1,1,1,1,1,1,1,1,1,1,0,1
B5,780,0,1,0,1,0,1,1,1,0,1,1,1
B5,781,1,1,1,1,1,1,1,1,0,1,1,0
B5,782,1,1,1,1,0,1,1,0,0,0,0,0
B5,783,1,1,1,1,1,0,1,1,0,1,1,1
B5,784,1,1,0,1,0,0,0,0,0,0,0,0
B5,785,1,1,1,1,1,1,1,1,1,1,1,1
B5,786,1,1,1,1,1,1,1,1,1,1,1,1
B5,787,1,1,1,1,0,1,1,1,1,1,0,1
B5,788,0,0,1,1,0,0,0,0,0,0,0,1
B5,789,1,0,1,1,1,0,0,0,1,0,0,0
B5,790,1,1,1,1,1,1,1,1,1,1,1,1
B5,791,1,1,1,1,0,1,1,1,1,1,1,1
B5,792,1,1,1,1,1,1,0,0,1,0,0,1
B5,793,1,1,1,1,1,1,0,0,1,0,0,1
B5,794,1,0,1,1,1,1,0,0,0,0,1,0
B5,795,1,1,0,1,1,1,1,1,0,1,1,1
B5,796,1,1,1,1,1,0,1,1,0,1,1,1
B5,797,0,1,1,1,0,1,0,0,0,0,0,0
B5,798,0,1,1,1,1,0,1,0,0,1,0,0
B5,799,0,0,0,0,1,1,1,0,1,0,1,0
B6,0,1,1,1,1,1,0,0,1,1,0,1,0
B6,1,1,1,0,1,1,1,1,1,1,1,1,1
B6,2,1,1,1,1,1,1,1,1,1,1,1,1
B6,3,1,1,1,1,0,1,1,1,1,1,1,1
B6,4,1,1,0,1,1,1,1,1,1,1,0,0
B6,5,1,1,0,0,1,0,0,0,0,0,0,0
B6,6,0,1,1,0,0,1,1,1,1,1,0,1
B6,7,1,0,1,1,1,1,1,1,1,1,1,0
B6,8,1,1,1,1,1,1,1,1,0,1,1,1
B6,9,1,1,1,1,0,1,1,1,1,0,0,1
B6,10,1,1,1,1,1,1,0,1,1,1,1,0
B6,11,1,1,1,1,1,1,1,1,1,1,1,0
B6,12,1,1,1,1,0,0,1,1,1,1,1,0
B6,13,1,0,1,1,1,0,1,0,1,1,1,0
B6,14,0,1,1,1,1,1,0,1,1,1,0,0
B6,15,0,1,0,0,0,0,0,0,0,0,1,0
B6,16,1,1,1,1,1,0,0,1,0,1,1,1
B6,17,1,1,0,1,1,1,1,1,1,1,1,1
B6,18,0,1,1,1,0,1,1,1,0,1,1,0
B6,19,0,1,0,1,0,1,1,1,0,0,0,0
B6,20,1,1,1,1,1,0,0,0,0,1,0,0
B6,21,1,1,1,1,1,1,1,0,1,1,1,1
B6,22,1,0,0,1,1,1,0,1,1,0,1,1
B6,23,1,1,1,1,1,1,1,1,1,1,1,1
B6,24,1,1,1,0,1,1,0,1,1,1,0,1
B6,25,1,0,1,1,1,1,0,1,1,0,0,1
B6,26,1,1,1,0,1,0,1,0,0,1,0,0
B6,27,1,1,1,1,0,1,1,0,1,1,1,1
B6,28,1,1,1,1,1,1,1,1,1,1,1,1
B6,29,1,0,1,1,1,0,1,0,1,1,1,1
B6,30,1,1,1,1,1,1,1,1,1,1,1,1
B6,31,1,1,1,1,1,1,1,1,1,1,1,0
B6,32,0,0,1,1,0,1,0,0,1,0,0,0
B6,33,1,1,1,1,0,1,1,1,1,1,1,1
B6,34,1,1,1,1,1,1,1,0,1,1,1,0
B6,35,1,1,0,0,1,0,1,0,0,1,1,0
B6,36,1,1,1,0,1,1,1,1,1,1,0,0
B6,37,1,1,0,0,1,1,1,1,1,1,1,1
B6,38,1,1,0,1,1,1,1,1,1,1,0,1
B6,39,0,0,0,1,1,0,0,0,0,0,0,0
B6,40,1,0,0,1,1,0,0,1,1,0,1,1
B6,41,1,1,1,1,0,0,1,0,1,0,0,1
B6,42,0,0,1,1,1,0,0,0,1,0,0,0
B6,43,1,1,1,1,0,1,0,1,1,1,0,0
B6,44,1,1,1,1,1,1,1,0,1,0,0,0
B6,45,1,0,0,1,1,1,1,1,1,1,1,0
B6,46,1,0,0,0,0,1,0,0,0,0,0,0
B6,47,0,1,1,1,0,0,0,1,0,0,0,1
B6,48,1,1,1,1,1,1,1,1,1,1,1,1
B6,49,1,1,1,1,0,1,1,0,0,1,0,0
B6,50,1,1,1,1,0,1,1,0,0,1,0,0
B6,51,1,1,1,0,0,1,1,1,1,1,1,0
B6,52,1,1,1,0,0,0,1,0,1,0,0,1
B6,53,1,1,1,1,1,1,1,1,1,1,1,1
B6,54,1,1,1,1,1,1,0,1,1,0,1,1
B6,55,1,0,0,0,0,1,1,0,1,0,0,0
B6,56,1,1,1,1,1,1,1,1,1,1,1,1
B6,57,0,0,0,0,0,0,0,0,0,0,1,0
B6,58,1,1,1,1,0,0,1,1,0,1,1,0
B6,59,1,1,0,1,1,1,1,1,1,1,1,1
B6,60,0,1,1,1,1,1,0,0,0,1,1,1
B6,61,1,1,1,1,1,1,1,1,1,1,1,1
B6,62,1,1,1,0,1,0,1,1,0,1,1,1
B6,63,1,1,1,1,1,0,1,0,1,1,1,1
B6,64,1,1,1,0,1,1,1,1,0,1,0,0
B6,65,1,1,1,1,0,1,1,1,1,1,1,1
B6,66,1,1,1,1,1,1,1,1,1,1,1,1
B6,67,1,1,1,0,1,1,1,1,1,1,1,0
B6,68,1,1,1,1,1,1,1,1,1,1,1,0
B6,69,1,1,1,1,0,0,0,0,0,0,0,0
B6,70,0,1,1,0,0,0,0,1,1,1,0,1
B6,71,1,0,1,1,0,1,1,1,1,1,1,1
B6,72,1,1,1,1,1,1,1,0,0,0,1,1
B6,73,1,0,1,0,0,0,0,1,0,0,0,0
B6,74,0,0,0,1,1,0,1,1,1,1,1,0
B6,75,1,1,0,0,0,1,1,0,0,0,0,0
B6,76,0,1,1,1,0,0,0,0,1,0,0,0
B6,77,0,0,0,0,0,0,0,0,1,0,1,0
B6,78,0,0,0,1,0,0,0,0,0,0,1,0
B6,79,0,1,1,1,1,1,0,1,1,1,0,0
B6,80,1,0,1,1,0,0,1,0,1,0,0,1
B6,81,0,1,0,1,1,0,0,1,1,1,1,0
B6,82,1,1,1,0,1,1,1,1,0,1,0,1
B6,83,0,0,0,0,0,0,0,0,0,0,0,0
B6,84,1,1,1,1,1,1,1,1,1,1,1,0
B6,85,1,1,1,1,1,1,1,1,1,1,1,1
B6,86,0,1,1,1,1,1,1,1,0,1,1,0
B6,87,1,1,1,1,0,1,1,1,0,1,0,0
B6,88,1,1,1,1,1,0,0,0,0,1,0,0
B6,89,0,0,1,0,1,1,0,1,0,1,1,1
B6,90,0,0,1,1,1,0,0,1,0,0,0,1
B6,91,1,1,1,0,1,1,1,1,0,0,0,1
B6,92,1,1,1,1,1,1,1,1,1,1,0,1
B6,93,1,1,1,1,1,1,1,0,1,0,0,0
B6,94,1,1,1,1,1,1,1,1,1,0,1,0
B6,95,0,1,1,1,1,1,1,0,0,1,1,1
B6,96,1,0,0,1,1,0,0,0,1,0,0,0
B6,97,0,1,0,0,1,1,0,0,0,0,0,0
B6,98,1,1,1,1,1,1,1,0,1,1,1,0
B6,99,1,1,1,1,1,1,0,1,1,0,1,0
B6,100,1,0,1,1,1,1,0,1,0,1,0,0
B6,101,1,0,1,1,0,1,0,1,0,0,0,0
B6,102,1,0,1,0,0,1,0,0,0,0,0,0
B6,103,1,1,1,1,1,1,1,1,1,1,1,1
B6,104,0,1,1,1,0,1,1,1,1,1,1,0
B6,105,1,1,1,1,0,1,1,1,1,1,1,1
B6,106,1,1,0,0,0,1,0,0,0,1,0,0
B6,107,1,1,1,1,1,1,1,1,1,1,0,1
B6,108,0,0,0,1,1,1,0,1,1,0,1,1
B6,109,1,1,1,1,1,1,1,1,1,1,1,1
B6,110,1,1,1,1,1,1,1,1,1,1,1,0
B6,111,1,1,1,0,1,1,1,1,0,1,1,1
B6,112,1,1,1,1,1,1,1,1,1,1,1,1
B6,113,1,1,1,1,1,1,1,1,1,0,1,1
B6,114,1,1,1,1,0,1,1,0,1,0,1,1
B6,115,0,0,0,0,0,0,0,0,0,0,0,0
B6,116,1,0,0,1,0,1,0,1,0,0,0,1
B6,117,1,1,1,1,1,1,1,1,1,1,0,1
B6,118,0,0,1,1,1,0,0,0,0,1,0,0
B6,119,1,1,0,1,1,1,1,1,0,1,1,1
B6,120,1,0,1,1,1,1,1,1,1,0,1,1
B6,121,1,1,1,1,1,1,1,1,1,1,1,0
B6,122,1,1,1,1,1,1,1,1,1,1,1,1
B6,123,1,0,0,1,0,1,1,1,1,0,1,0
B6,124,0,1,1,1,0,1,1,1,1,1,1,0
B6,125,0,0,0,0,0,1,0,0,0,0,1,0
B6,126,0,1,1,1,1,1,1,1,1,1,1,1
B6,127,1,1,1,1,1,1,1,1,1,1,1,1
B6,128,1,1,1,1,1,0,1,1,1,1,1,1
B6,129,1,1,1,1,1,1,1,1,1,0,0,1
B6,130,1,1,1,1,1,1,1,1,1,1,1,1
B6,131,1,1,0,0,0,0,1,0,1,1,0,1
B6,132,1,1,1,1,0,0,0,0,0,0,0,0
B6,133,1,0,1,1,1,0,1,0,1,0,0,0
B6,134,1,1,1,1,1,1,0,1,1,1,1,1
B6,135,1,0,0,0,0,0,0,0,1,0,0,0
B6,136,0,1,1,1,1,0,1,1,0,0,0,0
B6,137,0,1,1,0,1,1,0,0,1,0,1,0
B6,138,1,1,1,1,1,1,1,1,1,1,1,1
B6,139,1,0,1,1,0,0,1,0,0,0,0,0
B6,140,1,1,1,1,1,1,1,1,1,1,1,1
B6,141,1,1,1,1,1,1,1,0,1,1,0,1
B6,142,1,1,1,1,1,1,1,0,1,1,1,0
B6,143,0,0,1,1,0,0,1,0,0,0,0,0
B6,144,1,1,0,0,0,0,0,0,1,0,0,0
B6,145,0,1,1,1,0,0,0,1,0,1,0,0
B6,146,0,0,1,1,1,0,0,0,0,0,1,0
B6,147,0,1,1,1,0,1,0,1,1,1,1,0
B6,148,1,1,1,1,1,0,1,1,1,1,1,1
B6,149,1,1,1,1,0,0,1,0,1,1,1,1
B6,150,1,1,1,1,1,1,1,1,1,1,1,1
B6,151,1,1,1,1,0,0,0,1,0,1,0,0
B6,152,1,1,1,1,1,1,1,1,1,1,1,1
B6,153,1,1,1,1,1,1,1,1,1,1,1,1
B6,154,1,1,0,1,0,1,1,1,0,1,1,0
B6,155,1,1,1,1,1,1,1,1,1,0,1,1
B6,156,1,1,1,1,1,1,1,1,1,1,1,1
B6,157,1,1,1,1,1,1,1,1,1,1,1,0
B6,158,1,1,0,1,0,1,0,0,0,0,0,0
B6,159,1,1,1,1,1,0,1,1,1,1,0,1
B6,160,1,1,1,1,0,1,0,0,0,0,0,1
B6,161,1,1,1,1,1,1,1,0,0,1,1,0
B6,162,1,1,1,1,1,1,1,1,1,1,1,0
B6,163,1,1,1,1,1,1,1,0,1,0,0,1
B6,164,1,0,0,1,1,1,1,1,1,1,1,1
B6,165,1,1,1,0,1,1,1,1,0,1,0,0
B6,166,1,1,1,1,1,1,0,0,1,0,0,0
B6,167,1,1,0,0,1,1,0,0,1,1,0,0
B6,168,0,0,0,0,0,0,0,0,1,0,0,0
B6,169,0,0,0,0,0,0,1,1,1,0,0,0
B6,170,1,1,1,1,1,1,1,0,0,1,0,0
B6,171,1,1,0,1,1,0,0,1,0,0,0,1
B6,172,1,1,1,1,1,1,1,1,1,0,0,1
B6,173,0,1,1,1,1,1,1,1,1,0,0,1
B6,174,1,1,1,1,1,1,1,1,1,1,1,1
B6,175,0,1,1,1,0,0,1,1,0,0,1,1
B6,176,0,1,1,1,0,1,1,1,0,1,0,1
B6,177,1,0,0,0,0,1,0,1,1,0,0,0
B6,178,1,1,1,1,1,0,1,1,0,1,1,0
B6,179,1,1,1,1,1,1,1,0,0,1,1,1
B6,180,1,1,1,1,1,1,1,1,0,0,0,1
B6,181,1,0,1,1,1,0,1,0,1,1,0,1
B6,182,1,0,1,1,0,1,0,0,0,0,1,0
B6,183,1,1,1,1,0,1,1,1,1,1,1,1
B6,184,1,1,1,1,1,1,1,0,1,1,1,1
B6,185,1,0,0,1,1,1,1,1,1,1,1,0
B6,186,1,1,1,1,1,1,0,1,1,1,1,1
B6,187,0,1,1,0,0,1,0,0,1,1,1,1
B6,188,1,1,1,0,1,0,0,1,0,0,1,0
B6,189,1,0,1,0,1,1,1,0,0,1,1,1
B6,190,0,0,0,1,1,0,0,0,1,1,0,1
B6,191,1,0,1,1,1,1,1,1,1,0,1,1
B6,192,0,1,1,1,1,1,1,1,1,1,1,0
B6,193,1,1,0,1,1,0,1,1,1,0,1,1
B6,194,1,1,1,0,1,1,1,1,0,1,1,1
B6,195,1,1,1,1,1,1,1,1,1,1,1,1
B6,196,1,1,1,1,1,0,1,1,1,1,1,1
B6,197,1,1,1,0,1,1,1,0,0,1,0,0
B6,198,1,1,1,1,1,1,1,1,1,1,1,1
B6,199,1,0,1,0,0,0,0,1,0,0,0,0
B6,200,0,0,0,0,0,0,0,1,0,0,0,0
B6,201,0,0,0,0,1,0,1,0,0,0,0,0
B6,202,0,0,0,0,0,0,0,0,0,0,0,0
B6,203,1,1,1,1,1,1,1,1,1,1,1,1
B6,204,0,1,1,1,1,1,1,0,0,0,1,0
B6,205,0,1,1,1,0,0,0,0,0,0,0,1
B6,206,1,1,1,1,1,1,1,1,1,1,1,1
B6,207,1,1,1,1,1,1,1,1,1,1,0,0
B6,208,1,1,1,1,1,1,1,1,1,0,0,1
B6,209,1,1,0,1,1,1,1,1,1,1,1,1
B6,210,1,1,1,0,1,1,1,0,1,1,1,0
B6,211,1,1,1,1,1,0,1,1,1,1,1,1
B6,212,1,0,1,1,1,1,1,1,1,0,1,1
B6,213,1,1,1,1,1,1,1,0,0,1,1,1
B6,214,1,1,1,1,1,1,1,1,0,1,1,1
B6,215,1,0,0,0,1,0,1,1,0,1,1,1
B6,216,1,1,1,1,1,1,0,0,0,0,0,0
B6,217,1,1,1,1,1,0,1,1,1,0,1,1
B6,218,1,1,1,1,1,1,1,1,1,0,0,1
B6,219,1,1,1,1,1,1,1,1,1,1,1,1
B6,220,0,0,0,0,1,0,0,0,0,0,0,0
B6,221,1,0,1,1,0,0,0,0,1,0,0,1
B6,222,0,1,1,1,0,0,1,0,0,1,0,0
B6,223,0,1,1,1,0,1,1,1,1,1,0,1
B6,224,1,0,0,1,1,0,0,0,1,1,1,1
B6,225,1,1,1,1,1,1,1,1,1,1,1,1
B6,226,0,0,0,0,0,0,0,0,0,0,0,0
B6,227,1,1,1,1,1,1,1,1,1,1,1,1
B6,228,1,0,1,1,1,1,1,0,1,0,1,0
B6,229,1,1,1,1,1,1,1,0,1,0,1,0
B6,230,1,1,1,1,1,0,1,1,1,0,1,1
B6,231,1,1,1,1,1,1,1,1,1,1,1,0
B6,232,1,1,1,1,1,1,1,1,1,1,1,1
B6,233,0,1,1,1,1,1,0,1,1,0,1,1
B6,234,1,1,1,1,1,1,1,1,1,1,1,1
B6,235,1,1,0,1,0,1,1,1,1,1,1,0
B6,236,0,1,1,0,1,0,0,0,1,0,1,1
B6,237,1,0,0,0,0,0,0,0,0,0,0,0
B6,238,1,0,1,1,1,1,0,1,1,1,1,1
B6,239,1,0,1,1,0,1,1,0,1,1,0,0
B6,240,0,1,1,1,1,1,1,1,1,1,1,0
B6,241,1,1,0,1,0,1,0,0,1,0,0,0
B6,242,1,1,1,1,1,1,1,0,1,0,1,0
B6,243,0,1,1,1,1,1,1,1,0,0,1,1
B6,244,1,1,0,0,1,0,1,0,0,1,1,0
B6,245,1,0,1,1,1,1,0,1,1,0,0,0
B6,246,0,1,1,0,0,1,1,1,0,0,0,0
B6,247,1,1,1,1,1,1,1,1,1,0,1,1
B6,248,0,0,0,0,0,0,0,1,0,0,0,0
B6,249,1,1,1,1,1,0,0,0,0,0,0,0
B6,250,0,0,0,1,0,1,1,0,0,1,0,0
B6,251,1,1,1,1,1,1,1,1,1,1,1,1
B6,252,1,1,1,1,0,0,1,0,0,1,1,1
